udi,id_produto,tipo,temperatura_ar_k,temperatura_processo_k,velocidade_rotacao_rpm,torque_nm,desgaste_ferramenta_min,falha_maquina,falha_twf,falha_hdf,falha_pwf,falha_osf,falha_rnf,ratio_temp,flag_sobrecarga_termica,potencia_estimada
8984,M23843,M,297.0,307.7,1261.0,51.1,130,0,0,0,0,0,0,0.9652258662163605,0,64437.1
8985,L56164,L,297.1,307.8,1406.0,60.4,133,0,0,0,0,0,0,0.9652371638556297,0,84922.4
8986,L56165,L,297.1,307.8,1584.0,42.3,135,0,0,0,0,0,0,0.9652371638556297,0,67003.2
8987,M23846,M,297.1,307.8,1443.0,43.9,137,0,0,0,0,0,0,0.9652371638556297,0,63347.7
8988,L56167,L,297.2,307.9,1580.0,35.8,140,0,0,0,0,0,0,0.965248454156387,0,56563.99999999999
8989,L56168,L,297.2,307.9,1825.0,24.6,142,0,0,0,0,0,0,0.965248454156387,0,44895.0
8990,L56169,L,297.2,307.9,1469.0,48.2,144,0,0,0,0,0,0,0.965248454156387,0,70805.8
8991,L56170,L,297.2,307.9,1493.0,38.4,146,0,0,0,0,0,0,0.965248454156387,0,57331.2
8992,M23851,M,297.3,308.0,1598.0,29.4,148,0,0,0,0,0,0,0.9652597371257802,0,46981.2
8993,H38406,H,297.2,307.9,1450.0,37.2,151,0,0,0,0,0,0,0.965248454156387,0,53940.00000000001
8994,M23853,M,297.2,307.9,1632.0,37.5,156,0,0,0,0,0,0,0.965248454156387,0,61200.0
8995,M23854,M,297.1,307.9,1980.0,20.3,159,0,0,0,0,0,0,0.9649236733844637,0,40194.0
8996,L56175,L,297.2,308.0,1474.0,43.7,162,0,0,0,0,0,0,0.9649350618021588,0,64413.8
8997,L56176,L,297.2,307.9,1540.0,37.1,164,0,0,0,0,0,0,0.965248454156387,0,57134.0
8998,M23857,M,297.1,307.9,1609.0,38.9,166,0,0,0,0,0,0,0.9649236733844637,0,62590.1
8999,L56178,L,297.1,308.0,1467.0,42.8,169,0,0,0,0,0,0,0.9646103864785378,0,62787.6
9000,L56179,L,297.1,307.9,1492.0,39.4,171,0,0,0,0,0,0,0.9649236733844637,0,58784.799999999996
9001,L56180,L,297.0,307.9,1493.0,46.1,173,0,0,0,0,0,0,0.9645988926125402,0,68827.3
9003,L56182,L,297.1,307.8,1477.0,36.6,177,0,0,0,0,0,0,0.9652371638556297,0,54058.200000000004
9004,L56183,L,297.1,307.9,1342.0,49.1,179,0,0,0,0,0,0,0.9649236733844637,0,65892.2
9005,M23864,M,297.1,307.8,1538.0,34.3,181,0,0,0,0,0,0,0.9652371638556297,0,52753.399999999994
9006,L56185,L,297.2,307.9,1337.0,58.1,184,0,0,0,0,0,0,0.965248454156387,0,77679.7
9007,L56186,L,297.3,307.9,1417.0,41.8,186,0,0,0,0,0,0,0.9655732349283105,0,59230.6
9008,L56187,L,297.4,308.0,1383.0,46.2,188,0,0,0,0,0,0,0.9655844124494012,0,63894.600000000006
9009,M23868,M,297.4,308.0,1440.0,42.4,190,0,0,0,0,0,0,0.9655844124494012,0,61056.0
9010,L56189,L,297.3,307.9,1579.0,34.4,193,0,0,0,0,0,0,0.9655732349283105,0,54317.6
9011,L56190,L,297.2,307.9,1441.0,40.0,195,0,0,0,0,0,0,0.965248454156387,0,57640.0
9012,M23871,M,297.2,307.9,1530.0,35.9,197,0,0,0,0,0,0,0.965248454156387,0,54927.0
9013,L56192,L,297.2,308.0,1705.0,26.0,200,0,0,0,0,0,0,0.9649350618021588,0,44330.0
9014,H38427,H,297.2,308.0,1435.0,43.0,202,0,0,0,0,0,0,0.9649350618021588,0,61705.0
9015,M23874,M,297.2,308.1,1340.0,61.3,207,1,0,0,0,1,0,0.9646218728834083,0,82142.0
9016,L56195,L,297.2,308.1,1431.0,49.7,210,1,0,0,0,0,0,0.9646218728834083,0,71120.7
9017,L56196,L,297.3,308.2,1396.0,52.7,212,1,0,0,0,1,0,0.9646333518344149,0,73569.2
9018,M23877,M,297.3,308.1,1369.0,52.0,214,0,0,0,0,0,0,0.964946442827178,0,71188.0
9019,L56198,L,297.3,308.1,1615.0,35.4,217,1,1,0,0,0,0,0.964946442827178,0,57171.0
9020,L56199,L,297.2,308.1,1662.0,31.3,0,0,0,0,0,0,0,0.9646218728834083,0,52020.6
9021,L56200,L,297.3,308.2,1553.0,33.5,2,0,0,0,0,0,0,0.9646333518344149,0,52025.5
9022,M23881,M,297.4,308.2,1536.0,34.6,4,0,0,0,0,0,0,0.964957816466717,0,53145.600000000006
9023,L56202,L,297.4,308.3,1548.0,46.6,7,0,0,0,0,0,0,0.9646448233388101,0,72136.8
9024,L56203,L,297.4,308.3,1706.0,30.9,9,0,0,0,0,0,0,0.9646448233388101,0,52715.399999999994
9025,L56204,L,297.4,308.3,1366.0,45.5,11,0,0,0,0,0,0,0.9646448233388101,0,62153.0
9026,L56205,L,297.5,308.4,1440.0,35.9,13,0,0,0,0,0,0,0.9646562874038384,0,51696.0
9027,M23886,M,297.5,308.4,1685.0,28.1,15,0,0,0,0,0,0,0.9646562874038384,0,47348.5
9028,M23887,M,297.4,308.3,1444.0,44.0,18,0,0,0,0,0,0,0.9646448233388101,0,63536.0
9029,L56208,L,297.4,308.3,1395.0,48.7,21,0,0,0,0,0,0,0.9646448233388101,0,67936.5
9030,L56209,L,297.4,308.3,1483.0,38.8,23,0,0,0,0,0,0,0.9646448233388101,0,57540.399999999994
9031,M23890,M,297.5,308.4,1403.0,44.3,25,0,0,0,0,0,0,0.9646562874038384,0,62152.899999999994
9032,H38445,H,297.5,308.4,1793.0,23.9,28,0,0,0,0,0,0,0.9646562874038384,0,42852.7
9033,L56212,L,297.4,308.3,1723.0,28.8,33,0,0,0,0,0,0,0.9646448233388101,0,49622.4
9034,L56213,L,297.4,308.2,1386.0,41.0,35,0,0,0,0,0,0,0.964957816466717,0,56826.0
9035,H38448,H,297.4,308.2,1585.0,46.2,37,0,0,0,0,0,0,0.964957816466717,0,73227.0
9036,M23895,M,297.3,308.1,1731.0,27.7,42,0,0,0,0,0,0,0.964946442827178,0,47948.7
9037,L56216,L,297.3,308.3,1519.0,37.7,45,0,0,0,0,0,0,0.964320463949658,0,57266.3
9038,L56217,L,297.3,308.2,1896.0,24.4,47,0,0,0,0,0,0,0.9646333518344149,0,46262.399999999994
9039,L56218,L,297.3,308.3,2358.0,14.9,49,0,0,0,0,0,0,0.964320463949658,0,35134.200000000004
9040,M23899,M,297.3,308.3,1341.0,51.9,51,0,0,0,0,0,0,0.964320463949658,0,69597.9
9041,L56220,L,297.3,308.3,1550.0,37.0,54,0,0,0,0,0,0,0.964320463949658,0,57350.0
9042,L56221,L,297.3,308.3,1309.0,61.5,56,0,0,0,0,0,0,0.964320463949658,0,80503.5
9043,M23902,M,297.3,308.4,1599.0,32.9,58,0,0,0,0,0,0,0.9640077789753315,0,52607.1
9044,L56223,L,297.4,308.4,1343.0,40.0,61,0,0,0,0,0,0,0.9643320331895848,0,53720.0
9045,L56224,L,297.4,308.4,1378.0,39.9,63,0,0,0,0,0,0,0.9643320331895848,0,54982.2
9046,L56225,L,297.4,308.4,1603.0,34.6,65,0,0,0,0,0,0,0.9643320331895848,0,55463.8
9047,L56226,L,297.4,308.4,1664.0,28.1,67,0,0,0,0,0,0,0.9643320331895848,0,46758.4
9048,L56227,L,297.3,308.4,1488.0,37.4,69,0,0,0,0,0,0,0.9640077789753315,0,55651.2
9049,M23908,M,297.3,308.4,1370.0,50.5,71,0,0,0,0,0,0,0.9640077789753315,0,69185.0
9051,M23910,M,297.4,308.5,1566.0,31.4,76,0,0,0,0,0,0,0.9640194458216549,0,49172.399999999994
9052,L56231,L,297.4,308.6,1820.0,24.6,79,0,0,0,0,0,0,0.9637070610378902,0,44772.0
9053,M23912,M,297.4,308.6,1901.0,22.1,81,0,0,0,0,0,0,0.9637070610378902,0,42012.100000000006
9054,M23913,M,297.4,308.5,1638.0,32.2,84,0,0,0,0,0,0,0.9640194458216549,0,52743.600000000006
9056,H38469,H,297.3,308.4,1864.0,23.1,90,0,0,0,0,0,0,0.9640077789753315,0,43058.4
9057,L56236,L,297.3,308.3,1430.0,41.9,95,0,0,0,0,0,0,0.964320463949658,0,59917.0
9058,M23917,M,297.3,308.4,1686.0,34.5,97,0,0,0,0,0,0,0.9640077789753315,0,58167.0
9059,M23918,M,297.2,308.3,1326.0,57.2,100,0,0,0,0,0,0,0.9639961045605056,0,75847.2
9060,L56239,L,297.2,308.3,1805.0,25.6,103,0,0,0,0,0,0,0.9639961045605056,0,46208.0
9061,H38474,H,297.2,308.3,1453.0,45.8,105,0,0,0,0,0,0,0.9639961045605056,0,66547.4
9062,M23921,M,297.2,308.4,1863.0,26.0,110,0,0,0,0,0,0,0.9636835247610781,0,48438.0
9063,L56242,L,297.2,308.3,1576.0,35.3,113,0,0,0,0,0,0,0.9639961045605056,0,55632.799999999996
9064,L56243,L,297.2,308.3,1419.0,39.7,115,0,0,0,0,0,0,0.9639961045605056,0,56334.3
9065,L56244,L,297.2,308.4,1833.0,25.2,117,0,0,0,0,0,0,0.9636835247610781,0,46191.6
9066,H38479,H,297.2,308.4,2182.0,17.3,119,0,0,0,0,0,0,0.9636835247610781,0,37748.6
9067,L56246,L,297.2,308.3,1656.0,30.3,124,0,0,0,0,0,0,0.9639961045605056,0,50176.8
9068,L56247,L,297.1,308.2,1351.0,56.6,126,0,0,0,0,0,0,0.9639844225698105,0,76466.6
9069,H38482,H,297.1,308.2,1790.0,30.3,128,0,0,0,0,0,0,0.9639844225698105,0,54237.0
9070,M23929,M,297.2,308.2,1678.0,28.1,133,0,0,0,0,0,0,0.9643088872021126,0,47151.8
9071,L56250,L,297.1,308.2,1427.0,45.2,136,0,0,0,0,0,0,0.9639844225698105,0,64500.4
9072,L56251,L,297.0,308.1,1429.0,54.0,138,0,0,0,0,0,0,0.963972732995869,0,77166.0
9073,H38486,H,297.2,308.1,1770.0,27.2,140,0,0,0,0,0,0,0.9646218728834083,0,48144.0
9074,L56253,L,297.2,308.1,1689.0,31.2,145,0,0,0,0,0,0,0.9646218728834083,0,52696.799999999996
9075,M23934,M,297.2,308.1,1554.0,41.3,147,0,0,0,0,0,0,0.9646218728834083,0,64180.2
9076,L56255,L,297.3,308.1,1506.0,36.0,150,0,0,0,0,0,0,0.964946442827178,0,54216.0
9077,L56256,L,297.2,308.1,1474.0,44.3,152,0,0,0,0,0,0,0.9646218728834083,0,65298.2
9078,L56257,L,297.3,308.1,1762.0,26.1,154,0,0,0,0,0,0,0.964946442827178,0,45988.200000000004
9079,L56258,L,297.3,308.1,1566.0,35.7,156,0,0,0,0,0,0,0.964946442827178,0,55906.200000000004
9080,H38493,H,297.3,308.1,1554.0,42.4,158,0,0,0,0,0,0,0.964946442827178,0,65889.59999999999
9081,L56260,L,297.2,308.0,1869.0,25.4,163,0,0,0,0,0,0,0.9649350618021588,0,47472.6
9082,L56261,L,297.3,308.0,1527.0,35.1,165,0,0,0,0,0,0,0.9652597371257802,0,53597.700000000004
9083,L56262,L,297.2,307.9,1309.0,49.6,167,0,0,0,0,0,0,0.965248454156387,0,64926.4
9084,M23943,M,297.2,307.9,1541.0,35.7,169,0,0,0,0,0,0,0.965248454156387,0,55013.700000000004
9085,L56264,L,297.2,307.9,1326.0,75.4,172,1,0,0,1,1,0,0.965248454156387,0,99980.40000000001
9086,H38499,H,297.1,307.9,1365.0,54.0,174,0,0,0,0,0,0,0.9649236733844637,0,73710.0
9087,L56266,L,297.1,307.8,1428.0,43.7,179,0,0,0,0,0,0,0.9652371638556297,0,62403.600000000006
9088,L56267,L,297.1,307.8,1681.0,27.6,181,0,0,0,0,0,0,0.9652371638556297,0,46395.600000000006
9089,M23948,M,297.1,307.9,1662.0,26.9,183,0,0,0,0,0,0,0.9649236733844637,0,44707.799999999996
9090,L56269,L,297.2,307.9,1989.0,20.3,186,0,0,0,0,0,0,0.965248454156387,0,40376.700000000004
9091,M23950,M,297.2,307.9,1747.0,29.0,188,0,0,0,0,0,0,0.965248454156387,0,50663.0
9092,M23951,M,297.2,308.0,1765.0,31.1,191,0,0,0,0,0,0,0.9649350618021588,0,54891.5
9093,L56272,L,297.3,308.1,1568.0,34.4,194,0,0,0,0,0,0,0.964946442827178,0,53939.2
9094,M23953,M,297.3,308.1,1709.0,30.6,196,0,0,0,0,0,0,0.964946442827178,0,52295.4
9095,M23954,M,297.3,308.1,1370.0,58.8,199,0,0,0,0,0,0,0.964946442827178,0,80556.0
9096,L56275,L,297.3,308.1,1458.0,45.7,202,0,0,0,0,0,0,0.964946442827178,0,66630.6
9097,L56276,L,297.2,308.1,1712.0,30.9,204,0,0,0,0,0,0,0.9646218728834083,0,52900.799999999996
9098,L56277,L,297.3,308.1,1642.0,36.9,206,0,0,0,0,0,0,0.964946442827178,0,60589.799999999996
9099,L56278,L,297.3,308.1,1468.0,49.8,0,0,0,0,0,0,0,0.964946442827178,0,73106.4
9100,H38513,H,297.3,308.1,1477.0,52.3,2,0,0,0,0,0,0,0.964946442827178,0,77247.09999999999
9102,H38515,H,297.3,308.2,1653.0,31.4,9,0,0,0,0,0,0,0.9646333518344149,0,51904.2
9103,L56282,L,297.3,308.3,1494.0,38.2,14,0,0,0,0,0,0,0.964320463949658,0,57070.8
9104,L56283,L,297.3,308.2,1490.0,41.0,16,0,0,0,0,0,0,0.9646333518344149,0,61090.0
9105,M23964,M,297.4,308.3,1550.0,47.8,18,0,0,0,0,0,0,0.9646448233388101,0,74090.0
9106,M23965,M,297.3,308.2,1677.0,34.9,21,0,0,0,0,0,0,0.9646333518344149,0,58527.299999999996
9107,L56286,L,297.4,308.3,1854.0,21.8,24,0,0,0,0,0,0,0.9646448233388101,0,40417.200000000004
9108,M23967,M,297.5,308.5,1662.0,30.3,26,0,0,0,0,0,0,0.9643435949291942,0,50358.6
9109,M23968,M,297.5,308.6,1440.0,38.8,29,0,0,0,0,0,0,0.9640311051068337,0,55871.99999999999
9110,L56289,L,297.5,308.6,1513.0,39.7,32,0,0,0,0,0,0,0.9640311051068337,0,60066.100000000006
9111,M23970,M,297.6,308.6,1389.0,49.0,34,0,0,0,0,0,0,0.9643551491757772,0,68061.0
9112,L56291,L,297.6,308.6,1351.0,51.0,37,0,0,0,0,0,0,0.9643551491757772,0,68901.0
9113,M23972,M,297.6,308.6,1482.0,38.3,39,0,0,0,0,0,0,0.9643551491757772,0,56760.6
9114,L56293,L,297.6,308.6,1744.0,28.5,42,0,0,0,0,0,0,0.9643551491757772,0,49704.0
9115,L56294,L,297.6,308.7,1476.0,39.0,44,0,0,0,0,0,0,0.964042756838216,0,57564.0
9116,M23975,M,297.6,308.6,1444.0,48.2,46,0,0,0,0,0,0,0.9643551491757772,0,69600.8
9117,H38530,H,297.6,308.7,1659.0,32.1,49,0,0,0,0,0,0,0.964042756838216,0,53253.9
9118,M23977,M,297.6,308.7,1475.0,46.6,54,0,0,0,0,0,0,0.964042756838216,0,68735.0
9119,L56298,L,297.6,308.6,1526.0,42.1,57,0,0,0,0,0,0,0.9643551491757772,0,64244.6
9120,M23979,M,297.4,308.4,1675.0,29.5,59,0,0,0,0,0,0,0.9643320331895848,0,49412.5
9121,L56300,L,297.4,308.4,1525.0,38.7,62,0,0,0,0,0,0,0.9643320331895848,0,59017.50000000001
9122,L56301,L,297.3,308.3,1396.0,45.9,64,0,0,0,0,0,0,0.964320463949658,0,64076.4
9123,L56302,L,297.4,308.4,1580.0,41.2,66,0,0,0,0,0,0,0.9643320331895848,0,65096.00000000001
9125,L56304,L,297.4,308.4,1426.0,50.4,70,0,0,0,0,0,0,0.9643320331895848,0,71870.4
9126,L56305,L,297.4,308.5,1569.0,34.2,72,0,0,0,0,0,0,0.9640194458216549,0,53659.8
9127,L56306,L,297.4,308.5,1477.0,40.7,74,0,0,0,0,0,0,0.9640194458216549,0,60113.9
9128,L56307,L,297.4,308.5,1761.0,27.2,76,0,0,0,0,0,0,0.9640194458216549,0,47899.2
9129,M23988,M,297.5,308.6,1486.0,45.9,78,0,0,0,0,0,0,0.9640311051068337,0,68207.4
9130,L56309,L,297.6,308.6,1664.0,30.1,81,0,0,0,0,0,0,0.9643551491757772,0,50086.4
9131,L56310,L,297.6,308.6,1576.0,32.7,83,0,0,0,0,0,0,0.9643551491757772,0,51535.200000000004
9132,H38545,H,297.6,308.6,1463.0,46.7,85,0,0,0,0,0,0,0.9643551491757772,0,68322.1
9133,M23992,M,297.6,308.6,1585.0,42.0,90,0,0,0,0,0,0,0.9643551491757772,0,66570.0
9134,L56313,L,297.7,308.7,1479.0,45.7,93,0,0,0,0,0,0,0.9643666959366158,0,67590.3
9135,L56314,L,297.7,308.7,1449.0,40.2,95,0,0,0,0,0,0,0.9643666959366158,0,58249.8
9136,H38549,H,297.7,308.8,1404.0,50.3,97,0,0,0,0,0,0,0.9640544010231398,0,70621.2
9137,L56316,L,297.7,308.7,1694.0,29.1,102,0,0,0,0,0,0,0.9643666959366158,0,49295.4
9138,L56317,L,297.7,308.7,1731.0,28.4,104,0,0,0,0,0,0,0.9643666959366158,0,49160.399999999994
9139,L56318,L,297.6,308.6,1522.0,37.0,106,0,0,0,0,0,0,0.9643551491757772,0,56314.0
9140,L56319,L,297.5,308.5,1536.0,36.9,108,0,0,0,0,0,0,0.9643435949291942,0,56678.399999999994
9141,L56320,L,297.5,308.5,1373.0,39.9,110,0,0,0,0,0,0,0.9643435949291942,0,54782.7
9142,L56321,L,297.5,308.5,1597.0,36.4,112,0,0,0,0,0,0,0.9643435949291942,0,58130.799999999996
9143,L56322,L,297.6,308.5,1678.0,34.2,114,0,0,0,0,0,0,0.9646677440367335,0,57387.600000000006
9144,L56323,L,297.6,308.5,1452.0,42.6,116,0,0,0,0,0,0,0.9646677440367335,0,61855.200000000004
9145,M24004,M,297.5,308.5,1447.0,41.6,118,0,0,0,0,0,0,0.9643435949291942,0,60195.200000000004
9146,L56325,L,297.6,308.5,1574.0,37.1,121,0,0,0,0,0,0,0.9646677440367335,0,58395.4
9147,L56326,L,297.6,308.6,1528.0,40.0,123,0,0,0,0,0,0,0.9643551491757772,0,61120.0
9148,L56327,L,297.7,308.7,1688.0,27.2,125,0,0,0,0,0,0,0.9643666959366158,0,45913.6
9149,L56328,L,297.6,308.6,1393.0,40.4,127,0,0,0,0,0,0,0.9643551491757772,0,56277.2
9151,M24010,M,297.5,308.6,1347.0,57.0,132,0,0,0,0,0,0,0.9640311051068337,0,76779.0
9152,L56331,L,297.6,308.6,1553.0,40.5,135,0,0,0,0,0,0,0.9643551491757772,0,62896.5
9153,L56332,L,297.5,308.6,1260.0,53.6,137,0,0,0,0,0,0,0.9640311051068337,0,67536.0
9154,L56333,L,297.5,308.6,1546.0,33.8,139,0,0,0,0,0,0,0.9640311051068337,0,52254.799999999996
9155,L56334,L,297.5,308.6,1596.0,36.0,141,0,0,0,0,0,0,0.9640311051068337,0,57456.0
9157,M24016,M,297.5,308.4,1369.0,54.8,145,0,0,0,0,0,0,0.9646562874038384,0,75021.2
9158,L56337,L,297.5,308.5,1462.0,52.3,148,0,0,0,0,0,0,0.9643435949291942,0,76462.59999999999
9159,H38572,H,297.4,308.4,1487.0,46.2,150,0,0,0,0,0,0,0.9643320331895848,0,68699.40000000001
9160,M24019,M,297.5,308.6,1510.0,35.5,155,0,0,0,0,0,0,0.9640311051068337,0,53605.0
9161,H38574,H,297.5,308.5,1671.0,28.0,158,0,0,0,0,0,0,0.9643435949291942,0,46788.0
9162,M24021,M,297.5,308.5,1612.0,30.0,163,0,0,0,0,0,0,0.9643435949291942,0,48360.0
9163,M24022,M,297.6,308.6,1509.0,39.7,166,0,0,0,0,0,0,0.9643551491757772,0,59907.3
9164,L56343,L,297.6,308.6,1415.0,47.3,169,0,0,0,0,0,0,0.9643551491757772,0,66929.5
9165,L56344,L,297.6,308.6,2384.0,14.4,171,0,0,0,0,0,0,0.9643551491757772,0,34329.6
9166,L56345,L,297.6,308.6,1326.0,62.4,173,0,0,0,0,0,0,0.9643551491757772,0,82742.4
9167,M24026,M,297.6,308.6,1390.0,53.4,175,0,0,0,0,0,0,0.9643551491757772,0,74226.0
9168,M24027,M,297.6,308.7,1392.0,41.2,178,0,0,0,0,0,0,0.964042756838216,0,57350.4
9169,H38582,H,297.6,308.8,1385.0,44.4,181,0,0,0,0,0,0,0.9637305668272974,0,61494.0
9170,L56349,L,297.7,308.8,1896.0,24.5,186,0,0,0,0,0,0,0.9640544010231398,0,46452.0
9171,L56350,L,297.7,308.7,1474.0,46.8,188,0,0,0,0,0,0,0.9643666959366158,0,68983.2
9172,M24031,M,297.7,308.8,1388.0,45.6,190,0,0,0,0,0,0,0.9640544010231398,0,63292.8
9173,L56352,L,297.7,308.9,1715.0,27.2,193,0,0,0,0,0,0,0.9637423083077297,0,46648.0
9174,H38587,H,297.8,308.9,1650.0,32.2,195,0,0,0,0,0,0,0.964066037668935,0,53130.00000000001
9175,L56354,L,297.8,308.9,1871.0,25.6,200,1,1,0,0,0,0,0.964066037668935,0,47897.600000000006
9176,L56355,L,297.8,309.0,1403.0,64.2,0,1,0,0,1,0,0,0.9637540421884982,0,90072.6
9177,L56356,L,297.8,308.9,1518.0,40.4,2,0,0,0,0,0,0,0.964066037668935,0,61327.2
9178,L56357,L,297.9,309.1,1504.0,43.0,4,0,0,0,0,0,0,0.9637657684769789,0,64672.0
9179,L56358,L,297.8,309.0,1340.0,56.9,6,0,0,0,0,0,0,0.9637540421884982,0,76246.0
9180,H38593,H,297.9,309.1,1435.0,44.7,8,0,0,0,0,0,0,0.9637657684769789,0,64144.50000000001
9181,L56360,L,297.9,309.1,1507.0,36.9,13,0,0,0,0,0,0,0.9637657684769789,0,55608.299999999996
9182,L56361,L,297.9,309.1,1521.0,36.1,15,0,0,0,0,0,0,0.9637657684769789,0,54908.1
9183,M24042,M,297.8,309.0,1576.0,45.0,17,0,0,0,0,0,0,0.9637540421884982,0,70920.0
9184,L56363,L,297.9,309.1,1543.0,36.6,20,0,0,0,0,0,0,0.9637657684769789,0,56473.8
9185,L56364,L,298.0,309.2,1665.0,36.6,22,0,0,0,0,0,0,0.9637774871805386,0,60939.0
9186,L56365,L,297.9,309.1,1442.0,50.3,24,0,0,0,0,0,0,0.9637657684769789,0,72532.59999999999
9187,L56366,L,297.9,309.0,1629.0,29.0,26,0,0,0,0,0,0,0.9640776667829201,0,47241.0
9189,L56368,L,297.9,309.0,1502.0,40.2,30,0,0,0,0,0,0,0.9640776667829201,0,60380.4
9192,M24051,M,297.9,309.0,1970.0,21.6,37,0,0,0,0,0,0,0.9640776667829201,0,42552.0
9193,L56372,L,297.9,309.0,1562.0,35.8,40,0,0,0,0,0,0,0.9640776667829201,0,55919.6
9194,M24053,M,297.9,309.0,1530.0,40.9,42,0,0,0,0,0,0,0.9640776667829201,0,62577.0
9195,L56374,L,297.9,308.9,1393.0,40.6,45,0,0,0,0,0,0,0.96438976703014,0,56555.8
9196,L56375,L,297.9,309.0,1532.0,37.6,47,0,0,0,0,0,0,0.9640776667829201,0,57603.200000000004
9197,L56376,L,298.0,308.9,1607.0,37.7,49,0,0,0,0,0,0,0.9647134963913452,0,60583.9
9198,M24057,M,297.9,308.8,1469.0,49.0,51,0,0,0,0,0,0,0.9647020694148248,0,71981.0
9199,M24058,M,297.9,308.8,1538.0,37.6,54,0,0,0,0,0,0,0.9647020694148248,0,57828.8
9200,L56379,L,297.9,308.8,1613.0,31.4,57,0,0,0,0,0,0,0.9647020694148248,0,50648.2
9201,M24060,M,297.9,308.8,1602.0,32.1,59,0,0,0,0,0,0,0.9647020694148248,0,51424.200000000004
9202,L56381,L,297.8,308.7,1404.0,44.2,62,0,0,0,0,0,0,0.9646906350350158,0,62056.8
9204,L56383,L,297.8,308.8,1559.0,35.2,66,0,0,0,0,0,0,0.9643782352189824,0,54876.8
9205,L56384,L,297.8,308.8,1621.0,36.1,68,0,0,0,0,0,0,0.9643782352189824,0,58518.100000000006
9206,L56385,L,297.8,308.8,1579.0,32.9,70,0,0,0,0,0,0,0.9643782352189824,0,51949.1
9207,M24066,M,297.9,308.9,1547.0,44.0,72,0,0,0,0,0,0,0.96438976703014,0,68068.0
9208,L56387,L,297.9,308.8,1386.0,48.6,75,0,0,0,0,0,0,0.9647020694148248,0,67359.6
9209,L56388,L,298.0,308.9,1406.0,40.9,77,0,0,0,0,0,0,0.9647134963913452,0,57505.4
9210,M24069,M,298.0,309.0,1393.0,55.9,79,0,0,0,0,0,0,0.9644012913773421,0,77868.7
9211,M24070,M,297.9,309.0,2456.0,13.9,82,0,0,0,0,0,0,0.9640776667829201,0,34138.4
9212,M24071,M,298.0,309.0,1409.0,49.1,85,0,0,0,0,0,0,0.9644012913773421,0,69181.90000000001
9213,L56392,L,298.0,308.9,1390.0,53.9,88,0,0,0,0,0,0,0.9647134963913452,0,74921.0
9214,L56393,L,298.0,309.0,1679.0,32.4,90,0,0,0,0,0,0,0.9644012913773421,0,54399.6
9215,L56394,L,298.0,308.9,1508.0,37.1,92,0,0,0,0,0,0,0.9647134963913452,0,55946.8
9216,L56395,L,297.9,308.8,1681.0,31.7,94,0,0,0,0,0,0,0.9647020694148248,0,53287.7
9217,H38630,H,297.7,308.8,1469.0,43.7,96,0,0,0,0,0,0,0.9640544010231398,0,64195.3
9218,L56397,L,297.8,308.8,1421.0,49.6,101,0,0,0,0,0,0,0.9643782352189824,0,70481.6
9219,L56398,L,297.7,308.8,1354.0,50.2,103,0,0,0,0,0,0,0.9640544010231398,0,67970.8
9220,M24079,M,297.7,308.8,1350.0,57.0,105,0,0,0,0,0,0,0.9640544010231398,0,76950.0
9221,L56400,L,297.8,308.9,1282.0,58.1,108,0,0,0,0,0,0,0.964066037668935,0,74484.2
9222,M24081,M,297.8,309.0,1675.0,30.0,110,0,0,0,0,0,0,0.9637540421884982,0,50250.0
9223,M24082,M,297.9,309.0,1525.0,38.5,113,0,0,0,0,0,0,0.9640776667829201,0,58712.5
9224,L56403,L,297.9,309.0,1382.0,43.9,116,0,0,0,0,0,0,0.9640776667829201,0,60669.799999999996
9225,L56404,L,297.9,309.0,1450.0,46.8,118,0,0,0,0,0,0,0.9640776667829201,0,67860.0
9226,L56405,L,298.0,309.1,1820.0,23.6,120,0,0,0,0,0,0,0.964089288372406,0,42952.0
9227,L56406,L,298.0,309.1,1822.0,23.5,122,0,0,0,0,0,0,0.964089288372406,0,42817.0
9228,L56407,L,298.0,309.1,1473.0,44.3,124,0,0,0,0,0,0,0.964089288372406,0,65253.899999999994
9229,M24088,M,298.1,309.1,1572.0,37.5,126,0,0,0,0,0,0,0.964412808267833,0,58950.0
9230,M24089,M,298.1,309.0,2042.0,17.8,129,0,0,0,0,0,0,0.9647249159717641,0,36347.6
9231,L56410,L,298.2,309.2,1922.0,22.6,132,0,0,0,0,0,0,0.9644243177088476,0,43437.200000000004
9232,L56411,L,298.2,309.1,1539.0,36.5,134,0,0,0,0,0,0,0.9647363281632599,0,56173.5
9233,L56412,L,298.2,309.1,1350.0,52.0,136,0,0,0,0,0,0,0.9647363281632599,0,70200.0
9234,L56413,L,298.3,309.1,1403.0,45.1,138,0,0,0,0,0,0,0.9650598480586869,0,63275.3
9235,L56414,L,298.3,309.1,1904.0,20.3,140,0,0,0,0,0,0,0.9650598480586869,0,38651.200000000004
9236,M24095,M,298.2,308.9,1592.0,35.2,142,0,0,0,0,0,0,0.9653609551137554,0,56038.4
9237,L56416,L,298.1,308.7,1556.0,31.6,145,0,0,0,0,0,0,0.9656624523302156,0,49169.600000000006
9238,M24097,M,298.1,308.8,1811.0,25.4,147,0,0,0,0,0,0,0.96534973780651,0,45999.399999999994
9240,H38653,H,298.2,308.8,1436.0,51.9,153,0,0,0,0,0,0,0.9656735720023524,0,74528.4
